,pressure,temperature,wind_speed,wind_speed,wind_speed,temperature,roughness_length,power_output
,0,2,10,50,150,122,0,
2021-01-01  00:00:00,99140.0,273.73,2.28,4.15,3.9,272.95000000000005,0.15,1551912.3880044047
2021-01-01  01:00:00,99100.0,273.56,2.17,3.83,3.76,272.78000000000003,0.15,1401771.1593439947
2021-01-01  02:00:00,99080.0,273.29,2.06,3.52,3.61,272.51000000000005,0.15,1229911.744128704
2021-01-01  03:00:00,99080.0,273.09,1.99,3.21,3.54,272.31,0.15,1148600.5009496913
2021-01-01  04:00:00,99080.0,272.91,1.69,2.77,3.07,272.13000000000005,0.15,623996.2388113879
2021-01-01  05:00:00,99080.0,272.76,1.47,2.28,2.76,271.98,0.15,442550.1384257494
2021-01-01  06:00:00,99070.0,272.39,1.4,2.2,2.63,271.61,0.15,366456.884856506
2021-01-01  07:00:00,99060.0,271.95,1.53,2.54,2.83,271.17,0.15,483522.7245174358
2021-01-01  08:00:00,99060.0,271.53,1.76,3.0,3.17,270.75,0.15,715511.3655766464
2021-01-01  09:00:00,99070.0,272.38,2.24,3.26,3.99,271.6,0.15,1656729.473612998
2021-01-01  10:00:00,99070.0,273.54999999999995,2.62,3.2,4.67,272.77,0.15,2770605.1399524077
2021-01-01  11:00:00,99040.0,274.7,2.78,3.44,4.91,273.92,0.15,3288055.670257045
2021-01-01  12:00:00,98980.0,275.48,2.9,3.53,5.08,274.70000000000005,0.15,3658180.2186330925
2021-01-01  13:00:00,98910.0,275.77,2.81,3.63,4.9,274.99,0.15,3266552.49723732
2021-01-01  14:00:00,98860.0,275.12,2.18,3.98,3.76,274.34000000000003,0.15,1401771.1593439947
2021-01-01  15:00:00,98840.0,272.95,2.52,4.99,4.2,272.17,0.15,1886786.0320718894
2021-01-01  16:00:00,98820.0,271.31,3.01,6.11,4.87,270.53000000000003,0.15,3202019.2034052485
2021-01-01  17:00:00,98820.0,271.38,3.29,6.63,5.25,270.6,0.15,4030215.758706309
2021-01-01  18:00:00,98820.0,271.41,3.4,6.92,5.39,270.63000000000005,0.15,4334936.208326987
2021-01-01  19:00:00,98800.0,271.44,3.54,7.23,5.58,270.66,0.15,4880153.846661652
2021-01-01  20:00:00,98780.0,271.44,3.72,7.5,5.83,270.66,0.15,5747058.549277142
2021-01-01  21:00:00,98740.0,271.38,3.86,7.66,6.03,270.6,0.15,6447840.854492231
2021-01-01  22:00:00,98710.0,271.27,3.94,7.62,6.16,270.49,0.15,6903648.913136091
2021-01-01  23:00:00,98700.0,271.04999999999995,3.87,7.38,6.08,270.27,0.15,6622810.877367657
2021-01-02  00:00:00,98680.0,270.84,3.64,6.99,5.77,270.06,0.15,5536500.634049168
2021-01-02  01:00:00,98660.0,270.67999999999995,3.35,6.56,5.36,269.9,0.15,4269679.769771488
2021-01-02  02:00:00,98650.0,270.59,3.15,6.22,5.08,269.81,0.15,3658180.2186330925
2021-01-02  03:00:00,98610.0,270.52,3.1,6.03,5.02,269.74,0.15,3526661.2178892866
2021-01-02  04:00:00,98580.0,270.45,3.11,5.91,5.06,269.67,0.15,3614349.671176818
2021-01-02  05:00:00,98530.0,270.47,3.35,5.97,5.44,269.69000000000005,0.15,4443647.483920779
2021-01-02  06:00:00,98510.0,270.39,3.53,6.1,5.7,269.61,0.15,5291327.467102233
2021-01-02  07:00:00,98500.0,270.21,3.71,6.25,5.98,269.43,0.15,6272862.677564009
2021-01-02  08:00:00,98490.0,269.97,3.9,6.31,6.27,269.19000000000005,0.15,7291021.643991327
2021-01-02  09:00:00,98500.0,270.71,4.59,6.16,7.41,269.93,0.15,12673111.055920988
2021-01-02  10:00:00,98480.0,271.85,5.0,6.13,8.07,271.07000000000005,0.15,16706137.635908432
2021-01-02  11:00:00,98420.0,273.01,5.6,7.02,8.86,272.23,0.15,22019176.863804173
2021-01-02  12:00:00,98350.0,273.87,5.83,7.28,9.18,273.09000000000003,0.15,24260364.15359608
2021-01-02  13:00:00,98260.0,274.26,5.89,7.5,9.24,273.48,0.15,24681618.45181592
2021-01-02  14:00:00,98200.0,274.09,5.24,6.94,8.31,273.31,0.15,18278519.34431497
2021-01-02  15:00:00,98160.0,273.0,4.24,6.89,6.73,272.22,0.15,9176810.738094803
2021-01-02  16:00:00,98160.0,271.73,4.23,7.51,6.62,270.95000000000005,0.15,8617827.804852286
2021-01-02  17:00:00,98170.0,271.54999999999995,4.85,7.78,7.56,270.77,0.15,13461663.621061523
2021-01-02  18:00:00,98170.0,271.7,5.21,7.69,8.13,270.92,0.15,17097725.552852653
2021-01-02  19:00:00,98150.0,272.26,5.41,7.5,8.47,271.48,0.15,19340551.50809659
2021-01-02  20:00:00,98120.0,272.79999999999995,5.4,7.43,8.47,272.02,0.15,19340551.50809659
2021-01-02  21:00:00,98080.0,273.13,5.39,7.36,8.47,272.35,0.15,19340551.50809659
2021-01-02  22:00:00,98060.0,273.31,5.31,7.45,8.33,272.53000000000003,0.15,18409843.716853447
2021-01-02  23:00:00,98030.0,273.38,5.46,7.77,8.51,272.6,0.15,19606827.108142175
2021-01-03  00:00:00,97970.0,273.41,5.83,8.53,8.97,272.63000000000005,0.15,22788488.473969325
2021-01-03  01:00:00,97910.0,273.39,5.86,8.61,9.0,272.61,0.15,22998557.838359218
2021-01-03  02:00:00,97860.0,273.4,5.94,8.7,9.11,272.62,0.15,23769378.523265593
2021-01-03  03:00:00,97820.0,273.44,5.84,8.4,9.01,272.66,0.15,23068595.670181226
2021-01-03  04:00:00,97760.0,273.6,5.74,8.35,8.86,272.82000000000005,0.15,22019176.863804173
2021-01-03  05:00:00,97700.0,274.07,6.31,9.18,9.59,273.29,0.15,27144510.790007968
2021-01-03  06:00:00,97660.0,274.46,6.45,9.32,9.79,273.68,0.15,28485817.318425637
2021-01-03  07:00:00,97640.0,274.96,6.77,9.93,10.18,274.18,0.15,31005039.35921181
2021-01-03  08:00:00,97630.0,275.22,6.83,9.91,10.27,274.44000000000005,0.15,31581226.43830934
2021-01-03  09:00:00,97600.0,275.54,6.82,9.73,10.28,274.76000000000005,0.15,31645278.65967893
2021-01-03  10:00:00,97570.0,275.84,6.39,9.02,9.74,275.06,0.15,28167271.318226997
2021-01-03  11:00:00,97520.0,276.39,7.23,10.16,10.82,275.61,0.15,34865715.98244457
2021-01-03  12:00:00,97450.0,276.69,7.28,10.02,10.92,275.91,0.15,35283092.0121231
2021-01-03  13:00:00,97360.0,276.53,6.87,9.59,10.37,275.75,0.15,32222033.42404775
2021-01-03  14:00:00,97310.0,276.4,7.56,10.66,11.23,275.62,0.15,36582846.01836126
2021-01-03  15:00:00,97290.0,276.17999999999995,7.74,10.88,11.47,275.4,0.15,37598729.471019715
2021-01-03  16:00:00,97280.0,275.95,7.86,11.02,11.63,275.17,0.15,38275974.522232614
2021-01-03  17:00:00,97290.0,276.02,8.15,11.46,11.98,275.24,0.15,39005953.614154264
2021-01-03  18:00:00,97300.0,276.34,8.29,11.73,12.15,275.56,0.15,39229908.028198905
2021-01-03  19:00:00,97340.0,276.79,8.35,11.76,12.24,276.01000000000005,0.15,39349220.57358526
2021-01-03  20:00:00,97410.0,277.2,7.97,11.36,11.73,276.42,0.15,38676977.02668744
2021-01-03  21:00:00,97520.0,277.4,6.88,10.09,10.31,276.62,0.15,31837472.81362006
2021-01-03  22:00:00,97700.0,276.79999999999995,6.46,9.85,9.72,276.02,0.15,28039899.73032232
2021-01-03  23:00:00,97860.0,275.27,5.54,9.0,8.44,274.49,0.15,19140929.976900257
2021-01-04  00:00:00,97940.0,274.13,4.71,8.17,7.28,273.35,0.15,12000308.750072312
2021-01-04  01:00:00,98000.0,274.2,5.34,8.44,8.23,273.42,0.15,17753472.146985106
2021-01-04  02:00:00,98060.0,274.04,5.47,8.28,8.45,273.26000000000005,0.15,19207462.375981137
2021-01-04  03:00:00,98110.0,273.83,5.47,8.15,8.46,273.05,0.15,19274002.886379924
2021-01-04  04:00:00,98110.0,273.75,5.71,8.54,8.78,272.97,0.15,21460488.485363364
2021-01-04  05:00:00,98100.0,273.6,5.73,8.4,8.84,272.82000000000005,0.15,21879461.542060968
2021-01-04  06:00:00,98090.0,273.59,5.89,8.52,9.06,272.81,0.15,23418895.156981528
2021-01-04  07:00:00,98090.0,273.86,6.02,8.45,9.27,273.08000000000004,0.15,24892455.238108423
2021-01-04  08:00:00,98060.0,274.09,6.46,8.8,9.89,273.31,0.15,29129376.74908835
2021-01-04  09:00:00,98040.0,274.42999999999995,7.33,9.99,11.0,273.65,0.15,35617239.961103536
2021-01-04  10:00:00,98020.0,274.98999999999995,7.84,10.61,11.67,274.21,0.15,38445400.578188695
2021-01-04  11:00:00,97970.0,275.54,8.24,11.2,12.16,274.76000000000005,0.15,39243160.25843294
2021-01-04  12:00:00,97890.0,275.95,8.67,11.7,12.71,275.17,0.15,39975483.073338546
2021-01-04  13:00:00,97840.0,276.13,9.0,12.14,13.12,275.35,0.15,40000000.0
2021-01-04  14:00:00,97820.0,276.04999999999995,9.0,12.24,13.11,275.27,0.15,40000000.0
2021-01-04  15:00:00,97880.0,275.92999999999995,8.59,11.81,12.58,275.15,0.15,39801751.49093208
2021-01-04  16:00:00,97970.0,275.91,8.83,12.51,12.82,275.13000000000005,0.15,40000000.0
2021-01-04  17:00:00,98060.0,275.98,7.44,10.52,11.09,275.20000000000005,0.15,35993418.974271476
2021-01-04  18:00:00,98150.0,275.92,6.74,10.07,10.11,275.14000000000004,0.15,30555649.046879683
2021-01-04  19:00:00,98270.0,275.34,6.39,9.78,9.62,274.56,0.15,27355197.3781894
2021-01-04  20:00:00,98370.0,274.36,5.67,9.21,8.62,273.58000000000004,0.15,20345557.86662901
2021-01-04  21:00:00,98460.0,273.7,5.26,8.5,8.09,272.92,0.15,16836248.62598311
2021-01-04  22:00:00,98550.0,272.77,4.7,7.47,7.38,271.99,0.15,12517229.070188377
2021-01-04  23:00:00,98630.0,272.52,4.42,7.06,6.99,271.74,0.15,10504193.485614534
2021-01-05  00:00:00,98680.0,272.54999999999995,4.22,6.42,6.78,271.77,0.15,9430487.640930118
2021-01-05  01:00:00,98740.0,272.48,4.14,6.03,6.71,271.70000000000005,0.15,9075361.293784268
2021-01-05  02:00:00,98800.0,272.35,3.94,5.79,6.42,271.57000000000005,0.15,7826191.722210858
2021-01-05  03:00:00,98860.0,272.27,3.86,5.91,6.27,271.49,0.15,7291021.643991327
2021-01-05  04:00:00,98910.0,272.13,3.55,5.71,5.79,271.35,0.15,5606686.633881038
2021-01-05  05:00:00,98940.0,271.92999999999995,3.2,5.34,5.27,271.15,0.15,4073776.9247084833
2021-01-05  06:00:00,98970.0,271.67,2.95,4.66,4.96,270.89000000000004,0.15,3395512.098423425
2021-01-05  07:00:00,99000.0,271.47,2.91,4.04,5.0,270.69000000000005,0.15,3482804.3102542153
2021-01-05  08:00:00,99040.0,271.29,2.7,3.75,4.69,270.51000000000005,0.15,2813829.9779946096
2021-01-05  09:00:00,99050.0,271.82,3.09,3.73,5.38,271.04,0.15,4313186.534908421
2021-01-05  10:00:00,99060.0,272.91,3.13,3.73,5.45,272.13000000000005,0.15,4465382.32073973
2021-01-05  11:00:00,99070.0,274.34,3.21,3.83,5.57,273.56,0.15,4845871.052893933
2021-01-05  12:00:00,99050.0,275.31,3.23,3.9,5.58,274.53000000000003,0.15,4880153.846661652
2021-01-05  13:00:00,99010.0,275.56,3.07,4.02,5.27,274.78000000000003,0.15,4073776.9247084833
2021-01-05  14:00:00,98990.0,275.15,2.48,4.39,4.22,274.37,0.15,1911563.6368122424
2021-01-05  15:00:00,98990.0,274.61,2.56,5.17,4.24,273.83000000000004,0.15,1936327.8440184076
2021-01-05  16:00:00,98980.0,274.48999999999995,3.02,6.08,4.88,273.71,0.15,3223534.263811419
2021-01-05  17:00:00,98970.0,274.48999999999995,3.27,6.54,5.23,273.71,0.15,3986631.899285972
2021-01-05  18:00:00,98950.0,274.38,3.25,6.37,5.22,273.6,0.15,3964749.61074982
2021-01-05  19:00:00,98960.0,274.54,3.57,6.28,5.75,273.76000000000005,0.15,5466314.606128097
2021-01-05  20:00:00,98950.0,274.52,3.9,5.98,6.33,273.74,0.15,7505040.609282774
2021-01-05  21:00:00,98940.0,274.39,3.95,5.93,6.41,273.61,0.15,7790500.99618235
2021-01-05  22:00:00,98910.0,274.33,3.78,5.64,6.19,273.55,0.15,7009101.4028186705
2021-01-05  23:00:00,98890.0,274.28,3.99,5.96,6.48,273.5,0.15,8041280.018113144
2021-01-06  00:00:00,98850.0,274.17999999999995,4.31,6.27,6.94,273.4,0.15,10246693.397257546
2021-01-06  01:00:00,98810.0,274.0,4.41,6.34,7.09,273.22,0.15,11019571.20420595
2021-01-06  02:00:00,98780.0,273.82,4.37,6.4,7.01,273.04,0.15,10607228.758199217
2021-01-06  03:00:00,98750.0,273.64,4.25,6.35,6.83,272.86,0.15,9684240.67527825
2021-01-06  04:00:00,98710.0,273.53,4.01,6.17,6.47,272.75,0.15,8005370.948757151
2021-01-06  05:00:00,98670.0,273.32,3.74,6.03,6.05,272.54,0.15,6517829.842128732
2021-01-06  06:00:00,98640.0,273.2,3.65,6.01,5.91,272.42,0.15,6027802.042998853
2021-01-06  07:00:00,98600.0,272.98999999999995,3.41,5.71,5.56,272.21,0.15,4811585.27534689
2021-01-06  08:00:00,98580.0,272.85,3.27,5.51,5.37,272.07000000000005,0.15,4291434.388723255
2021-01-06  09:00:00,98560.0,273.57,3.59,5.1,5.96,272.79,0.15,6202869.123657936
2021-01-06  10:00:00,98540.0,274.61,3.71,4.66,6.24,273.83000000000004,0.15,7184860.827211352
2021-01-06  11:00:00,98470.0,275.53,3.8,4.71,6.38,274.75,0.15,7683439.721651573
2021-01-06  12:00:00,98390.0,276.16,4.14,5.25,6.85,275.38000000000005,0.15,9785763.205841087
2021-01-06  13:00:00,98320.0,276.26,4.28,5.61,7.01,275.48,0.15,10607228.758199217
2021-01-06  14:00:00,98250.0,275.75,3.68,5.3,6.07,274.97,0.15,6587817.525116792
2021-01-06  15:00:00,98220.0,274.22,2.68,5.26,4.43,273.44000000000005,0.15,2250835.3963877484
2021-01-06  16:00:00,98180.0,272.91,2.86,5.92,4.65,272.13000000000005,0.15,2727364.8050126694
2021-01-06  17:00:00,98140.0,272.87,3.27,6.41,5.24,272.09000000000003,0.15,4008431.466555317
2021-01-06  18:00:00,98070.0,272.84,3.88,6.91,6.16,272.06,0.15,6903648.913136091
2021-01-06  19:00:00,98000.0,272.07,4.11,7.21,6.47,271.29,0.15,8005370.948757151
2021-01-06  20:00:00,97940.0,271.79999999999995,4.5,7.3,7.08,271.02,0.15,10968010.779834162
2021-01-06  21:00:00,97870.0,271.64,5.04,7.1,7.97,270.86,0.15,16055890.311519524
2021-01-06  22:00:00,97830.0,271.45,5.36,7.26,8.44,270.67,0.15,19140929.976900257
2021-01-06  23:00:00,97800.0,271.1,5.3,7.15,8.37,270.32000000000005,0.15,18675430.30023507
2021-01-07  00:00:00,97780.0,270.83,5.38,7.13,8.5,270.05,0.15,19540246.041153938
2021-01-07  01:00:00,97780.0,270.83,5.47,7.33,8.61,270.05,0.15,20277881.48512324
2021-01-07  02:00:00,97790.0,270.79999999999995,5.02,6.75,8.0,270.02,0.15,16250910.674288906
2021-01-07  03:00:00,97810.0,271.08,5.09,6.79,8.1,270.3,0.15,16901311.811670065
2021-01-07  04:00:00,97820.0,271.47,5.06,6.73,8.06,270.69000000000005,0.15,16641089.831520716
2021-01-07  05:00:00,97850.0,272.1,5.08,6.85,8.07,271.32000000000005,0.15,16706137.635908432
2021-01-07  06:00:00,97900.0,272.78,5.1,7.06,8.07,272.0,0.15,16706137.635908432
2021-01-07  07:00:00,97970.0,273.36,4.98,7.05,7.87,272.58000000000004,0.15,15406155.697104745
2021-01-07  08:00:00,98030.0,273.85,4.67,7.0,7.39,273.07000000000005,0.15,12568948.90925467
2021-01-07  09:00:00,98100.0,274.53,4.7,7.16,7.42,273.75,0.15,12725631.043186449
2021-01-07  10:00:00,98170.0,275.19,4.36,6.64,6.96,274.41,0.15,10349678.330925237
2021-01-07  11:00:00,98210.0,275.75,3.99,6.19,6.43,274.97,0.15,7861884.265498489
2021-01-07  12:00:00,98230.0,276.29999999999995,3.86,5.79,6.29,275.52,0.15,7362354.030051978
2021-01-07  13:00:00,98260.0,276.51,3.54,5.62,5.8,275.73,0.15,5641779.623263519
2021-01-07  14:00:00,98320.0,276.37,3.41,6.02,5.52,275.59000000000003,0.15,4674412.327365531
2021-01-07  15:00:00,98380.0,275.69,3.0,6.05,4.86,274.91,0.15,3180500.1805369286
2021-01-07  16:00:00,98420.0,274.92999999999995,3.05,6.28,4.92,274.15,0.15,3309554.8808146175
2021-01-07  17:00:00,98450.0,274.73999999999995,3.2,6.48,5.13,273.96,0.15,3767714.511937909
2021-01-07  18:00:00,98430.0,274.52,3.39,6.65,5.4,273.74,0.15,4356683.40897895
2021-01-07  19:00:00,98390.0,274.54999999999995,3.84,6.67,6.13,273.77,0.15,6798195.629727468
2021-01-07  20:00:00,98350.0,274.81,4.79,6.89,7.6,274.03000000000003,0.15,13672216.731137346
2021-01-07  21:00:00,98330.0,274.61,5.14,7.07,8.13,273.83000000000004,0.15,17097725.552852653
2021-01-07  22:00:00,98300.0,274.32,5.27,7.14,8.31,273.54,0.15,18278519.34431497
2021-01-07  23:00:00,98280.0,274.06,5.38,7.2,8.48,273.28000000000003,0.15,19407108.24113115
2021-01-08  00:00:00,98260.0,274.02,5.76,7.97,8.95,273.24,0.15,22648479.00693949
2021-01-08  01:00:00,98250.0,274.17999999999995,5.75,8.16,8.9,273.4,0.15,22298693.961556606
2021-01-08  02:00:00,98210.0,274.38,5.77,8.34,8.9,273.6,0.15,22298693.961556606
2021-01-08  03:00:00,98150.0,274.52,5.89,8.55,9.05,273.74,0.15,23348820.54926276
2021-01-08  04:00:00,98100.0,274.66,6.21,8.95,9.48,273.88000000000005,0.15,26370001.09205924
2021-01-08  05:00:00,98070.0,274.77,6.5,9.28,9.87,273.99,0.15,28999910.28087238
2021-01-08  06:00:00,98070.0,274.94,6.71,9.42,10.16,274.16,0.15,30877069.92906402
2021-01-08  07:00:00,98060.0,275.13,6.95,9.54,10.51,274.35,0.15,33120905.823991545
2021-01-08  08:00:00,98050.0,275.29,6.98,9.56,10.55,274.51000000000005,0.15,33378452.28858577
2021-01-08  09:00:00,98080.0,275.6,6.98,9.73,10.52,274.82000000000005,0.15,33185282.65637898
2021-01-08  10:00:00,98100.0,276.33,7.68,10.48,11.45,275.55,0.15,37513980.53615272
2021-01-08  11:00:00,98070.0,276.67,7.4,9.9,11.12,275.89000000000004,0.15,36118873.75997019
2021-01-08  12:00:00,98040.0,276.95,7.09,9.33,10.75,276.17,0.15,34573777.10643166
2021-01-08  13:00:00,97990.0,276.98,6.62,8.42,10.2,276.20000000000005,0.15,31133034.182559177
2021-01-08  14:00:00,97980.0,276.91,6.13,8.06,9.51,276.13000000000005,0.15,26581345.935341083
2021-01-08  15:00:00,98000.0,277.14,6.05,8.35,9.33,276.36,0.15,25314283.63483969
2021-01-08  16:00:00,98030.0,277.16,5.61,8.16,8.69,276.38000000000005,0.15,20828488.08288177
2021-01-08  17:00:00,98070.0,277.36,5.67,8.36,8.75,276.58000000000004,0.15,21251099.218063835
2021-01-08  18:00:00,98090.0,277.63,5.36,7.97,8.33,276.85,0.15,18409843.716853447
2021-01-08  19:00:00,98100.0,277.84,5.04,7.55,7.9,277.06,0.15,15601022.246881891
2021-01-08  20:00:00,98120.0,277.84,4.47,6.7,7.13,277.06,0.15,11225878.133193504
2021-01-08  21:00:00,98120.0,277.63,4.13,6.34,6.65,276.85,0.15,8770346.807584904
2021-01-08  22:00:00,98110.0,277.41,4.02,6.45,6.45,276.63000000000005,0.15,7933560.172567226
2021-01-08  23:00:00,98090.0,277.32,3.75,6.26,6.04,276.54,0.15,6482835.511391538
2021-01-09  00:00:00,98050.0,277.14,3.56,6.03,5.76,276.36,0.15,5501407.623599784
2021-01-09  01:00:00,98020.0,277.14,3.61,6.03,5.85,276.36,0.15,5817244.464841379
2021-01-09  02:00:00,97980.0,277.02,3.42,5.86,5.56,276.24,0.15,4811585.27534689
2021-01-09  03:00:00,97920.0,276.95,3.41,5.84,5.55,276.17,0.15,4777296.514020528
2021-01-09  04:00:00,97840.0,276.95,3.48,5.94,5.64,276.17,0.15,5085787.94990227
2021-01-09  05:00:00,97760.0,276.98,3.57,6.11,5.76,276.20000000000005,0.15,5501407.623599784
2021-01-09  06:00:00,97680.0,277.04,3.86,6.46,6.19,276.26000000000005,0.15,7009101.4028186705
2021-01-09  07:00:00,97600.0,277.17,4.34,6.95,6.89,276.39000000000004,0.15,9989319.156193046
2021-01-09  08:00:00,97550.0,277.4,4.85,7.44,7.61,276.62,0.15,13724872.931421993
2021-01-09  09:00:00,97480.0,278.16,5.51,7.81,8.58,277.38000000000005,0.15,20074914.93683689
2021-01-09  10:00:00,97440.0,278.9,6.0,8.49,9.24,278.12,0.15,24681618.45181592
2021-01-09  11:00:00,97360.0,279.46,6.1,8.59,9.37,278.68,0.15,25595644.225637674
2021-01-09  12:00:00,97270.0,279.9,6.23,8.76,9.54,279.12,0.15,26792757.895902246
2021-01-09  13:00:00,97180.0,280.42999999999995,6.46,9.1,9.84,279.65,0.15,28805771.406600013
2021-01-09  14:00:00,97120.0,280.83,6.45,9.22,9.81,280.05,0.15,28613279.062178724
2021-01-09  15:00:00,97080.0,280.95,6.48,9.5,9.8,280.17,0.15,28549545.094325505
2021-01-09  16:00:00,97060.0,280.89,6.47,9.61,9.77,280.11,0.15,28358380.34248604
2021-01-09  17:00:00,97040.0,280.92,6.51,9.65,9.82,280.14000000000004,0.15,28677019.221985336
2021-01-09  18:00:00,97030.0,280.95,6.58,9.67,9.92,280.17,0.15,29323637.27946388
2021-01-09  19:00:00,97010.0,280.85,6.42,9.43,9.73,280.07000000000005,0.15,28103582.386798996
2021-01-09  20:00:00,97010.0,280.73,6.29,9.26,9.55,279.95000000000005,0.15,26863243.4643736
2021-01-09  21:00:00,97000.0,280.58,6.2,9.17,9.43,279.8,0.15,26017908.836099077
2021-01-09  22:00:00,96980.0,280.38,5.99,8.87,9.15,279.6,0.15,24049897.6095212
2021-01-09  23:00:00,96950.0,280.11,5.72,8.57,8.78,279.33000000000004,0.15,21460488.485363364
2021-01-10  00:00:00,96920.0,279.85,5.52,8.35,8.52,279.07000000000005,0.15,19673416.2864483
2021-01-10  01:00:00,96890.0,279.65,5.48,8.32,8.45,278.87,0.15,19207462.375981137
2021-01-10  02:00:00,96870.0,279.54999999999995,5.73,8.58,8.8,278.77,0.15,21600117.35284057
2021-01-10  03:00:00,96880.0,279.54,6.31,9.49,9.55,278.76000000000005,0.15,26863243.4643736
2021-01-10  04:00:00,96890.0,279.48,6.74,9.76,10.16,278.70000000000005,0.15,30877069.92906402
2021-01-10  05:00:00,96930.0,279.15,6.48,9.36,9.82,278.37,0.15,28677019.221985336
2021-01-10  06:00:00,96970.0,279.02,6.41,9.25,9.74,278.24,0.15,28167271.318226997
2021-01-10  07:00:00,97040.0,279.03,6.43,9.29,9.77,278.25,0.15,28358380.34248604
2021-01-10  08:00:00,97120.0,279.06,6.3,9.18,9.58,278.28000000000003,0.15,27074295.592048675
2021-01-10  09:00:00,97180.0,279.45,6.61,9.49,10.0,278.67,0.15,29842022.218367912
2021-01-10  10:00:00,97230.0,279.94,7.18,9.73,10.82,279.16,0.15,34865715.98244457
2021-01-10  11:00:00,97250.0,280.29,7.53,10.15,11.27,279.51000000000005,0.15,36751992.4696267
2021-01-10  12:00:00,97250.0,280.34,7.19,9.64,10.86,279.56,0.15,35032625.20677637
2021-01-10  13:00:00,97260.0,280.23,6.61,8.92,10.09,279.45000000000005,0.15,30425825.720761098
2021-01-10  14:00:00,97300.0,279.97,5.88,8.05,9.12,279.19000000000005,0.15,23839497.262060456
2021-01-10  15:00:00,97370.0,279.42999999999995,5.35,7.94,8.31,278.65,0.15,18278519.34431497
2021-01-10  16:00:00,97470.0,278.39,5.08,8.34,7.84,277.61,0.15,15211335.291225264
2021-01-10  17:00:00,97560.0,277.85,5.21,8.35,8.04,277.07000000000005,0.15,16511009.604044467
2021-01-10  18:00:00,97670.0,277.79999999999995,5.83,8.8,8.92,277.02,0.15,22438519.97023985
2021-01-10  19:00:00,97810.0,277.41,6.6,9.42,9.99,276.63000000000005,0.15,29777195.71458085
2021-01-10  20:00:00,97960.0,276.54999999999995,6.62,9.26,10.06,275.77,0.15,30231151.55963482
2021-01-10  21:00:00,98090.0,275.95,5.93,8.49,9.12,275.17,0.15,23839497.262060456
2021-01-10  22:00:00,98190.0,275.67,5.49,8.03,8.52,274.89000000000004,0.15,19673416.2864483
2021-01-10  23:00:00,98290.0,275.48,5.34,7.99,8.3,274.70000000000005,0.15,18212866.548476756
2021-01-11  00:00:00,98350.0,275.34,5.18,7.52,8.11,274.56,0.15,16966651.408017598
2021-01-11  01:00:00,98430.0,275.16,4.94,7.18,7.79,274.38000000000005,0.15,14885646.434489027
2021-01-11  02:00:00,98500.0,275.06,4.82,6.86,7.65,274.28000000000003,0.15,13967004.622834938
2021-01-11  03:00:00,98560.0,274.95,4.8,6.89,7.62,274.17,0.15,13777536.3008129
2021-01-11  04:00:00,98600.0,274.83,4.38,6.58,7.0,274.05,0.15,10555708.604961026
2021-01-11  05:00:00,98640.0,274.45,3.96,6.3,6.37,273.67,0.15,7647756.264659561
2021-01-11  06:00:00,98700.0,273.97,3.6,5.83,5.86,273.19000000000005,0.15,5852337.41209005
2021-01-11  07:00:00,98750.0,273.73,3.53,5.65,5.77,272.95000000000005,0.15,5536500.634049168
2021-01-11  08:00:00,98780.0,273.57,3.18,4.68,5.35,272.79,0.15,4247922.678053116
2021-01-11  09:00:00,98800.0,274.08,3.42,4.4,5.81,273.3,0.15,5676872.605623692
2021-01-11  10:00:00,98820.0,274.96,3.66,4.44,6.2,274.18,0.15,7044252.908860337
2021-01-11  11:00:00,98810.0,276.15,4.03,4.99,6.72,275.37,0.15,9126084.493309272
2021-01-11  12:00:00,98770.0,277.04999999999995,4.65,5.91,7.56,276.27,0.15,13461663.621061523
2021-01-11  13:00:00,98720.0,277.17999999999995,4.99,6.53,7.98,276.4,0.15,16120891.972009575
2021-01-11  14:00:00,98670.0,276.78,4.94,6.98,7.82,276.0,0.15,15081480.656137655
2021-01-11  15:00:00,98650.0,275.54999999999995,4.4,7.59,6.88,274.77,0.15,9938069.841139195
2021-01-11  16:00:00,98630.0,274.35,4.35,8.13,6.74,273.57000000000005,0.15,9227540.028140835
2021-01-11  17:00:00,98610.0,274.08,4.23,7.63,6.62,273.3,0.15,8617827.804852286
2021-01-11  18:00:00,98570.0,273.72,4.23,7.64,6.61,272.94000000000005,0.15,8566996.198130483
2021-01-11  19:00:00,98550.0,273.37,4.45,7.91,6.91,272.59000000000003,0.15,10092253.750943746
2021-01-11  20:00:00,98520.0,272.95,4.63,8.14,7.16,272.17,0.15,11380685.935575092
2021-01-11  21:00:00,98490.0,272.67,4.83,8.31,7.45,271.89000000000004,0.15,12883234.019620467
2021-01-11  22:00:00,98440.0,272.6,5.14,8.34,7.93,271.82000000000005,0.15,15795934.940556703
2021-01-11  23:00:00,98380.0,272.46,5.34,8.28,8.24,271.68,0.15,17819081.239481814
2021-01-12  00:00:00,98300.0,272.32,5.48,8.15,8.48,271.54,0.15,19407108.24113115
2021-01-12  01:00:00,98230.0,272.26,5.64,7.96,8.77,271.48,0.15,21390684.858408023
2021-01-12  02:00:00,98190.0,272.16,5.74,7.76,8.96,271.38000000000005,0.15,22718480.062864743
2021-01-12  03:00:00,98140.0,272.16,5.96,7.98,9.25,271.38000000000005,0.15,24751889.902240537
