variable_name,pressure,temperature,wind_speed,wind_speed,wind_speed
height,0,2,10,50,150
2021-01-01  00:00:00,99140.0,273.72999999999996,2.28,4.15,3.9
2021-01-01  01:00:00,99100.0,273.56,2.17,3.83,3.76
2021-01-01  02:00:00,99080.0,273.28999999999996,2.06,3.52,3.61
2021-01-01  03:00:00,99080.0,273.09,1.99,3.21,3.54
2021-01-01  04:00:00,99080.0,272.90999999999997,1.69,2.77,3.07
2021-01-01  05:00:00,99080.0,272.76,1.47,2.28,2.76
2021-01-01  06:00:00,99070.0,272.39,1.4,2.2,2.63
2021-01-01  07:00:00,99060.0,271.95,1.53,2.54,2.83
2021-01-01  08:00:00,99060.0,271.53,1.76,3.0,3.17
2021-01-01  09:00:00,99070.0,272.38,2.24,3.26,3.99
2021-01-01  10:00:00,99070.0,273.54999999999995,2.62,3.2,4.67
2021-01-01  11:00:00,99040.0,274.7,2.78,3.44,4.91
2021-01-01  12:00:00,98980.0,275.47999999999996,2.9,3.53,5.08
2021-01-01  13:00:00,98910.0,275.77,2.81,3.63,4.9
2021-01-01  14:00:00,98860.0,275.12,2.18,3.98,3.76
2021-01-01  15:00:00,98840.0,272.95,2.52,4.99,4.2
2021-01-01  16:00:00,98820.0,271.31,3.01,6.11,4.87
2021-01-01  17:00:00,98820.0,271.38,3.29,6.63,5.25
2021-01-01  18:00:00,98820.0,271.40999999999997,3.4,6.92,5.39
2021-01-01  19:00:00,98800.0,271.44,3.54,7.23,5.58
2021-01-01  20:00:00,98780.0,271.44,3.72,7.5,5.83
2021-01-01  21:00:00,98740.0,271.38,3.86,7.66,6.03
2021-01-01  22:00:00,98710.0,271.27,3.94,7.62,6.16
2021-01-01  23:00:00,98700.0,271.04999999999995,3.87,7.38,6.08
2021-01-02  00:00:00,98680.0,270.84,3.64,6.99,5.77
2021-01-02  01:00:00,98660.0,270.67999999999995,3.35,6.56,5.36
2021-01-02  02:00:00,98650.0,270.59,3.15,6.22,5.08
2021-01-02  03:00:00,98610.0,270.52,3.1,6.03,5.02
2021-01-02  04:00:00,98580.0,270.45,3.11,5.91,5.06
2021-01-02  05:00:00,98530.0,270.46999999999997,3.35,5.97,5.44
2021-01-02  06:00:00,98510.0,270.39,3.53,6.1,5.7
2021-01-02  07:00:00,98500.0,270.21,3.71,6.25,5.98
2021-01-02  08:00:00,98490.0,269.96999999999997,3.9,6.31,6.27
2021-01-02  09:00:00,98500.0,270.71,4.59,6.16,7.41
2021-01-02  10:00:00,98480.0,271.84999999999997,5.0,6.13,8.07
2021-01-02  11:00:00,98420.0,273.01,5.6,7.02,8.86
2021-01-02  12:00:00,98350.0,273.87,5.83,7.28,9.18
2021-01-02  13:00:00,98260.0,274.26,5.89,7.5,9.24
2021-01-02  14:00:00,98200.0,274.09,5.24,6.94,8.31
2021-01-02  15:00:00,98160.0,273.0,4.24,6.89,6.73
2021-01-02  16:00:00,98160.0,271.72999999999996,4.23,7.51,6.62
2021-01-02  17:00:00,98170.0,271.54999999999995,4.85,7.78,7.56
2021-01-02  18:00:00,98170.0,271.7,5.21,7.69,8.13
2021-01-02  19:00:00,98150.0,272.26,5.41,7.5,8.47
2021-01-02  20:00:00,98120.0,272.79999999999995,5.4,7.43,8.47
2021-01-02  21:00:00,98080.0,273.13,5.39,7.36,8.47
2021-01-02  22:00:00,98060.0,273.31,5.31,7.45,8.33
2021-01-02  23:00:00,98030.0,273.38,5.46,7.77,8.51
2021-01-03  00:00:00,97970.0,273.40999999999997,5.83,8.53,8.97
2021-01-03  01:00:00,97910.0,273.39,5.86,8.61,9.0
2021-01-03  02:00:00,97860.0,273.4,5.94,8.7,9.11
2021-01-03  03:00:00,97820.0,273.44,5.84,8.4,9.01
2021-01-03  04:00:00,97760.0,273.59999999999997,5.74,8.35,8.86
2021-01-03  05:00:00,97700.0,274.07,6.31,9.18,9.59
2021-01-03  06:00:00,97660.0,274.46,6.45,9.32,9.79
2021-01-03  07:00:00,97640.0,274.96,6.77,9.93,10.18
2021-01-03  08:00:00,97630.0,275.21999999999997,6.83,9.91,10.27
2021-01-03  09:00:00,97600.0,275.53999999999996,6.82,9.73,10.28
2021-01-03  10:00:00,97570.0,275.84,6.39,9.02,9.74
2021-01-03  11:00:00,97520.0,276.39,7.23,10.16,10.82
2021-01-03  12:00:00,97450.0,276.69,7.28,10.02,10.92
2021-01-03  13:00:00,97360.0,276.53,6.87,9.59,10.37
2021-01-03  14:00:00,97310.0,276.4,7.56,10.66,11.23
2021-01-03  15:00:00,97290.0,276.17999999999995,7.74,10.88,11.47
2021-01-03  16:00:00,97280.0,275.95,7.86,11.02,11.63
2021-01-03  17:00:00,97290.0,276.02,8.15,11.46,11.98
2021-01-03  18:00:00,97300.0,276.34,8.29,11.73,12.15
2021-01-03  19:00:00,97340.0,276.78999999999996,8.35,11.76,12.24
2021-01-03  20:00:00,97410.0,277.2,7.97,11.36,11.73
2021-01-03  21:00:00,97520.0,277.4,6.88,10.09,10.31
2021-01-03  22:00:00,97700.0,276.79999999999995,6.46,9.85,9.72
2021-01-03  23:00:00,97860.0,275.27,5.54,9.0,8.44
2021-01-04  00:00:00,97940.0,274.13,4.71,8.17,7.28
2021-01-04  01:00:00,98000.0,274.2,5.34,8.44,8.23
2021-01-04  02:00:00,98060.0,274.03999999999996,5.47,8.28,8.45
2021-01-04  03:00:00,98110.0,273.83,5.47,8.15,8.46
2021-01-04  04:00:00,98110.0,273.75,5.71,8.54,8.78
2021-01-04  05:00:00,98100.0,273.59999999999997,5.73,8.4,8.84
2021-01-04  06:00:00,98090.0,273.59,5.89,8.52,9.06
2021-01-04  07:00:00,98090.0,273.85999999999996,6.02,8.45,9.27
2021-01-04  08:00:00,98060.0,274.09,6.46,8.8,9.89
2021-01-04  09:00:00,98040.0,274.42999999999995,7.33,9.99,11.0
2021-01-04  10:00:00,98020.0,274.98999999999995,7.84,10.61,11.67
2021-01-04  11:00:00,97970.0,275.53999999999996,8.24,11.2,12.16
2021-01-04  12:00:00,97890.0,275.95,8.67,11.7,12.71
2021-01-04  13:00:00,97840.0,276.13,9.0,12.14,13.12
2021-01-04  14:00:00,97820.0,276.04999999999995,9.0,12.24,13.11
2021-01-04  15:00:00,97880.0,275.92999999999995,8.59,11.81,12.58
2021-01-04  16:00:00,97970.0,275.90999999999997,8.83,12.51,12.82
2021-01-04  17:00:00,98060.0,275.97999999999996,7.44,10.52,11.09
2021-01-04  18:00:00,98150.0,275.91999999999996,6.74,10.07,10.11
2021-01-04  19:00:00,98270.0,275.34,6.39,9.78,9.62
2021-01-04  20:00:00,98370.0,274.35999999999996,5.67,9.21,8.62
2021-01-04  21:00:00,98460.0,273.7,5.26,8.5,8.09
2021-01-04  22:00:00,98550.0,272.77,4.7,7.47,7.38
2021-01-04  23:00:00,98630.0,272.52,4.42,7.06,6.99
2021-01-05  00:00:00,98680.0,272.54999999999995,4.22,6.42,6.78
2021-01-05  01:00:00,98740.0,272.47999999999996,4.14,6.03,6.71
2021-01-05  02:00:00,98800.0,272.34999999999997,3.94,5.79,6.42
2021-01-05  03:00:00,98860.0,272.27,3.86,5.91,6.27
2021-01-05  04:00:00,98910.0,272.13,3.55,5.71,5.79
2021-01-05  05:00:00,98940.0,271.92999999999995,3.2,5.34,5.27
2021-01-05  06:00:00,98970.0,271.66999999999996,2.95,4.66,4.96
2021-01-05  07:00:00,99000.0,271.46999999999997,2.91,4.04,5.0
2021-01-05  08:00:00,99040.0,271.28999999999996,2.7,3.75,4.69
2021-01-05  09:00:00,99050.0,271.82,3.09,3.73,5.38
2021-01-05  10:00:00,99060.0,272.90999999999997,3.13,3.73,5.45
2021-01-05  11:00:00,99070.0,274.34,3.21,3.83,5.57
2021-01-05  12:00:00,99050.0,275.31,3.23,3.9,5.58
2021-01-05  13:00:00,99010.0,275.56,3.07,4.02,5.27
2021-01-05  14:00:00,98990.0,275.15,2.48,4.39,4.22
2021-01-05  15:00:00,98990.0,274.60999999999996,2.56,5.17,4.24
2021-01-05  16:00:00,98980.0,274.48999999999995,3.02,6.08,4.88
2021-01-05  17:00:00,98970.0,274.48999999999995,3.27,6.54,5.23
2021-01-05  18:00:00,98950.0,274.38,3.25,6.37,5.22
2021-01-05  19:00:00,98960.0,274.53999999999996,3.57,6.28,5.75
2021-01-05  20:00:00,98950.0,274.52,3.9,5.98,6.33
2021-01-05  21:00:00,98940.0,274.39,3.95,5.93,6.41
2021-01-05  22:00:00,98910.0,274.33,3.78,5.64,6.19
2021-01-05  23:00:00,98890.0,274.28,3.99,5.96,6.48
2021-01-06  00:00:00,98850.0,274.17999999999995,4.31,6.27,6.94
2021-01-06  01:00:00,98810.0,274.0,4.41,6.34,7.09
2021-01-06  02:00:00,98780.0,273.82,4.37,6.4,7.01
2021-01-06  03:00:00,98750.0,273.64,4.25,6.35,6.83
2021-01-06  04:00:00,98710.0,273.53,4.01,6.17,6.47
2021-01-06  05:00:00,98670.0,273.32,3.74,6.03,6.05
2021-01-06  06:00:00,98640.0,273.2,3.65,6.01,5.91
2021-01-06  07:00:00,98600.0,272.98999999999995,3.41,5.71,5.56
2021-01-06  08:00:00,98580.0,272.84999999999997,3.27,5.51,5.37
2021-01-06  09:00:00,98560.0,273.57,3.59,5.1,5.96
2021-01-06  10:00:00,98540.0,274.60999999999996,3.71,4.66,6.24
2021-01-06  11:00:00,98470.0,275.53,3.8,4.71,6.38
2021-01-06  12:00:00,98390.0,276.15999999999997,4.14,5.25,6.85
2021-01-06  13:00:00,98320.0,276.26,4.28,5.61,7.01
2021-01-06  14:00:00,98250.0,275.75,3.68,5.3,6.07
2021-01-06  15:00:00,98220.0,274.21999999999997,2.68,5.26,4.43
2021-01-06  16:00:00,98180.0,272.90999999999997,2.86,5.92,4.65
2021-01-06  17:00:00,98140.0,272.87,3.27,6.41,5.24
2021-01-06  18:00:00,98070.0,272.84,3.88,6.91,6.16
2021-01-06  19:00:00,98000.0,272.07,4.11,7.21,6.47
2021-01-06  20:00:00,97940.0,271.79999999999995,4.5,7.3,7.08
2021-01-06  21:00:00,97870.0,271.64,5.04,7.1,7.97
2021-01-06  22:00:00,97830.0,271.45,5.36,7.26,8.44
2021-01-06  23:00:00,97800.0,271.09999999999997,5.3,7.15,8.37
2021-01-07  00:00:00,97780.0,270.83,5.38,7.13,8.5
2021-01-07  01:00:00,97780.0,270.83,5.47,7.33,8.61
2021-01-07  02:00:00,97790.0,270.79999999999995,5.02,6.75,8.0
2021-01-07  03:00:00,97810.0,271.08,5.09,6.79,8.1
2021-01-07  04:00:00,97820.0,271.46999999999997,5.06,6.73,8.06
2021-01-07  05:00:00,97850.0,272.09999999999997,5.08,6.85,8.07
2021-01-07  06:00:00,97900.0,272.78,5.1,7.06,8.07
2021-01-07  07:00:00,97970.0,273.35999999999996,4.98,7.05,7.87
2021-01-07  08:00:00,98030.0,273.84999999999997,4.67,7.0,7.39
2021-01-07  09:00:00,98100.0,274.53,4.7,7.16,7.42
2021-01-07  10:00:00,98170.0,275.19,4.36,6.64,6.96
2021-01-07  11:00:00,98210.0,275.75,3.99,6.19,6.43
2021-01-07  12:00:00,98230.0,276.29999999999995,3.86,5.79,6.29
2021-01-07  13:00:00,98260.0,276.51,3.54,5.62,5.8
2021-01-07  14:00:00,98320.0,276.37,3.41,6.02,5.52
2021-01-07  15:00:00,98380.0,275.69,3.0,6.05,4.86
2021-01-07  16:00:00,98420.0,274.92999999999995,3.05,6.28,4.92
2021-01-07  17:00:00,98450.0,274.73999999999995,3.2,6.48,5.13
2021-01-07  18:00:00,98430.0,274.52,3.39,6.65,5.4
2021-01-07  19:00:00,98390.0,274.54999999999995,3.84,6.67,6.13
2021-01-07  20:00:00,98350.0,274.81,4.79,6.89,7.6
2021-01-07  21:00:00,98330.0,274.60999999999996,5.14,7.07,8.13
2021-01-07  22:00:00,98300.0,274.32,5.27,7.14,8.31
2021-01-07  23:00:00,98280.0,274.06,5.38,7.2,8.48
2021-01-08  00:00:00,98260.0,274.02,5.76,7.97,8.95
2021-01-08  01:00:00,98250.0,274.17999999999995,5.75,8.16,8.9
2021-01-08  02:00:00,98210.0,274.38,5.77,8.34,8.9
2021-01-08  03:00:00,98150.0,274.52,5.89,8.55,9.05
2021-01-08  04:00:00,98100.0,274.65999999999997,6.21,8.95,9.48
2021-01-08  05:00:00,98070.0,274.77,6.5,9.28,9.87
2021-01-08  06:00:00,98070.0,274.94,6.71,9.42,10.16
2021-01-08  07:00:00,98060.0,275.13,6.95,9.54,10.51
2021-01-08  08:00:00,98050.0,275.28999999999996,6.98,9.56,10.55
2021-01-08  09:00:00,98080.0,275.59999999999997,6.98,9.73,10.52
2021-01-08  10:00:00,98100.0,276.33,7.68,10.48,11.45
2021-01-08  11:00:00,98070.0,276.66999999999996,7.4,9.9,11.12
2021-01-08  12:00:00,98040.0,276.95,7.09,9.33,10.75
2021-01-08  13:00:00,97990.0,276.97999999999996,6.62,8.42,10.2
2021-01-08  14:00:00,97980.0,276.90999999999997,6.13,8.06,9.51
2021-01-08  15:00:00,98000.0,277.14,6.05,8.35,9.33
2021-01-08  16:00:00,98030.0,277.15999999999997,5.61,8.16,8.69
2021-01-08  17:00:00,98070.0,277.35999999999996,5.67,8.36,8.75
2021-01-08  18:00:00,98090.0,277.63,5.36,7.97,8.33
2021-01-08  19:00:00,98100.0,277.84,5.04,7.55,7.9
2021-01-08  20:00:00,98120.0,277.84,4.47,6.7,7.13
2021-01-08  21:00:00,98120.0,277.63,4.13,6.34,6.65
2021-01-08  22:00:00,98110.0,277.40999999999997,4.02,6.45,6.45
2021-01-08  23:00:00,98090.0,277.32,3.75,6.26,6.04
2021-01-09  00:00:00,98050.0,277.14,3.56,6.03,5.76
2021-01-09  01:00:00,98020.0,277.14,3.61,6.03,5.85
2021-01-09  02:00:00,97980.0,277.02,3.42,5.86,5.56
2021-01-09  03:00:00,97920.0,276.95,3.41,5.84,5.55
2021-01-09  04:00:00,97840.0,276.95,3.48,5.94,5.64
2021-01-09  05:00:00,97760.0,276.97999999999996,3.57,6.11,5.76
2021-01-09  06:00:00,97680.0,277.03999999999996,3.86,6.46,6.19
2021-01-09  07:00:00,97600.0,277.16999999999996,4.34,6.95,6.89
2021-01-09  08:00:00,97550.0,277.4,4.85,7.44,7.61
2021-01-09  09:00:00,97480.0,278.15999999999997,5.51,7.81,8.58
2021-01-09  10:00:00,97440.0,278.9,6.0,8.49,9.24
2021-01-09  11:00:00,97360.0,279.46,6.1,8.59,9.37
2021-01-09  12:00:00,97270.0,279.9,6.23,8.76,9.54
2021-01-09  13:00:00,97180.0,280.42999999999995,6.46,9.1,9.84
2021-01-09  14:00:00,97120.0,280.83,6.45,9.22,9.81
2021-01-09  15:00:00,97080.0,280.95,6.48,9.5,9.8
2021-01-09  16:00:00,97060.0,280.89,6.47,9.61,9.77
2021-01-09  17:00:00,97040.0,280.91999999999996,6.51,9.65,9.82
2021-01-09  18:00:00,97030.0,280.95,6.58,9.67,9.92
2021-01-09  19:00:00,97010.0,280.84999999999997,6.42,9.43,9.73
2021-01-09  20:00:00,97010.0,280.72999999999996,6.29,9.26,9.55
2021-01-09  21:00:00,97000.0,280.58,6.2,9.17,9.43
2021-01-09  22:00:00,96980.0,280.38,5.99,8.87,9.15
2021-01-09  23:00:00,96950.0,280.10999999999996,5.72,8.57,8.78
2021-01-10  00:00:00,96920.0,279.84999999999997,5.52,8.35,8.52
2021-01-10  01:00:00,96890.0,279.65,5.48,8.32,8.45
2021-01-10  02:00:00,96870.0,279.54999999999995,5.73,8.58,8.8
2021-01-10  03:00:00,96880.0,279.53999999999996,6.31,9.49,9.55
2021-01-10  04:00:00,96890.0,279.47999999999996,6.74,9.76,10.16
2021-01-10  05:00:00,96930.0,279.15,6.48,9.36,9.82
2021-01-10  06:00:00,96970.0,279.02,6.41,9.25,9.74
2021-01-10  07:00:00,97040.0,279.03,6.43,9.29,9.77
2021-01-10  08:00:00,97120.0,279.06,6.3,9.18,9.58
2021-01-10  09:00:00,97180.0,279.45,6.61,9.49,10.0
2021-01-10  10:00:00,97230.0,279.94,7.18,9.73,10.82
2021-01-10  11:00:00,97250.0,280.28999999999996,7.53,10.15,11.27
2021-01-10  12:00:00,97250.0,280.34,7.19,9.64,10.86
2021-01-10  13:00:00,97260.0,280.22999999999996,6.61,8.92,10.09
2021-01-10  14:00:00,97300.0,279.96999999999997,5.88,8.05,9.12
2021-01-10  15:00:00,97370.0,279.42999999999995,5.35,7.94,8.31
2021-01-10  16:00:00,97470.0,278.39,5.08,8.34,7.84
2021-01-10  17:00:00,97560.0,277.84999999999997,5.21,8.35,8.04
2021-01-10  18:00:00,97670.0,277.79999999999995,5.83,8.8,8.92
2021-01-10  19:00:00,97810.0,277.40999999999997,6.6,9.42,9.99
2021-01-10  20:00:00,97960.0,276.54999999999995,6.62,9.26,10.06
2021-01-10  21:00:00,98090.0,275.95,5.93,8.49,9.12
2021-01-10  22:00:00,98190.0,275.66999999999996,5.49,8.03,8.52
2021-01-10  23:00:00,98290.0,275.47999999999996,5.34,7.99,8.3
2021-01-11  00:00:00,98350.0,275.34,5.18,7.52,8.11
2021-01-11  01:00:00,98430.0,275.15999999999997,4.94,7.18,7.79
2021-01-11  02:00:00,98500.0,275.06,4.82,6.86,7.65
2021-01-11  03:00:00,98560.0,274.95,4.8,6.89,7.62
2021-01-11  04:00:00,98600.0,274.83,4.38,6.58,7.0
2021-01-11  05:00:00,98640.0,274.45,3.96,6.3,6.37
2021-01-11  06:00:00,98700.0,273.96999999999997,3.6,5.83,5.86
2021-01-11  07:00:00,98750.0,273.72999999999996,3.53,5.65,5.77
2021-01-11  08:00:00,98780.0,273.57,3.18,4.68,5.35
2021-01-11  09:00:00,98800.0,274.08,3.42,4.4,5.81
2021-01-11  10:00:00,98820.0,274.96,3.66,4.44,6.2
2021-01-11  11:00:00,98810.0,276.15,4.03,4.99,6.72
2021-01-11  12:00:00,98770.0,277.04999999999995,4.65,5.91,7.56
2021-01-11  13:00:00,98720.0,277.17999999999995,4.99,6.53,7.98
2021-01-11  14:00:00,98670.0,276.78,4.94,6.98,7.82
2021-01-11  15:00:00,98650.0,275.54999999999995,4.4,7.59,6.88
2021-01-11  16:00:00,98630.0,274.34999999999997,4.35,8.13,6.74
2021-01-11  17:00:00,98610.0,274.08,4.23,7.63,6.62
2021-01-11  18:00:00,98570.0,273.71999999999997,4.23,7.64,6.61
2021-01-11  19:00:00,98550.0,273.37,4.45,7.91,6.91
2021-01-11  20:00:00,98520.0,272.95,4.63,8.14,7.16
2021-01-11  21:00:00,98490.0,272.66999999999996,4.83,8.31,7.45
2021-01-11  22:00:00,98440.0,272.59999999999997,5.14,8.34,7.93
2021-01-11  23:00:00,98380.0,272.46,5.34,8.28,8.24
2021-01-12  00:00:00,98300.0,272.32,5.48,8.15,8.48
2021-01-12  01:00:00,98230.0,272.26,5.64,7.96,8.77
2021-01-12  02:00:00,98190.0,272.15999999999997,5.74,7.76,8.96
2021-01-12  03:00:00,98140.0,272.15999999999997,5.96,7.98,9.25
2021-01-12  04:00:00,98100.0,272.04999999999995,5.99,8.03,9.3
2021-01-12  05:00:00,98070.0,271.88,6.03,8.04,9.35
2021-01-12  06:00:00,98040.0,271.89,6.24,8.31,9.62
2021-01-12  07:00:00,98010.0,271.88,6.41,8.51,9.85
2021-01-12  08:00:00,97980.0,272.16999999999996,6.69,8.86,10.22
2021-01-12  09:00:00,97960.0,273.12,7.45,9.82,11.21
2021-01-12  10:00:00,97940.0,273.97999999999996,8.09,10.56,12.04
2021-01-12  11:00:00,97890.0,274.69,8.34,10.72,12.39
2021-01-12  12:00:00,97810.0,275.31,8.52,11.04,12.6
2021-01-12  13:00:00,97750.0,275.82,8.6,11.1,12.71
2021-01-12  14:00:00,97710.0,275.90999999999997,8.14,10.56,12.11
2021-01-12  15:00:00,97680.0,275.53,7.8,10.49,11.62
2021-01-12  16:00:00,97680.0,275.16999999999996,7.82,10.64,11.63
2021-01-12  17:00:00,97710.0,274.96999999999997,7.99,10.81,11.86
2021-01-12  18:00:00,97740.0,274.96999999999997,8.03,10.8,11.91
2021-01-12  19:00:00,97770.0,275.09,7.92,10.68,11.77
2021-01-12  20:00:00,97790.0,275.17999999999995,7.72,10.43,11.52
2021-01-12  21:00:00,97800.0,275.23999999999995,7.5,10.24,11.21
2021-01-12  22:00:00,97810.0,275.32,7.38,10.23,11.04
2021-01-12  23:00:00,97840.0,275.59,7.27,10.24,10.87
2021-01-13  00:00:00,97860.0,276.07,7.06,10.02,10.59
2021-01-13  01:00:00,97850.0,276.38,6.52,9.33,9.89
2021-01-13  02:00:00,97850.0,276.34,5.89,8.59,9.04
2021-01-13  03:00:00,97840.0,276.22999999999996,5.33,7.95,8.27
2021-01-13  04:00:00,97830.0,276.07,4.84,7.43,7.6
2021-01-13  05:00:00,97830.0,276.07,4.71,7.22,7.42
2021-01-13  06:00:00,97820.0,276.06,4.64,7.15,7.33
2021-01-13  07:00:00,97810.0,276.02,4.68,7.11,7.39
2021-01-13  08:00:00,97820.0,276.15,4.93,7.19,7.77
2021-01-13  09:00:00,97830.0,276.4,5.03,7.1,7.95
2021-01-13  10:00:00,97820.0,276.75,5.0,6.81,7.95
2021-01-13  11:00:00,97780.0,277.19,4.95,6.48,7.93
2021-01-13  12:00:00,97700.0,277.65999999999997,4.86,6.33,7.81
2021-01-13  13:00:00,97610.0,278.03,5.1,6.7,8.13
2021-01-13  14:00:00,97540.0,277.71,4.43,5.99,7.18
2021-01-13  15:00:00,97500.0,277.15999999999997,3.96,6.04,6.41
2021-01-13  16:00:00,97470.0,276.63,4.0,6.52,6.41
2021-01-13  17:00:00,97440.0,276.35999999999996,4.22,6.72,6.72
2021-01-13  18:00:00,97410.0,276.15,4.28,6.63,6.83
2021-01-13  19:00:00,97360.0,275.98999999999995,4.73,7.02,7.49
2021-01-13  20:00:00,97310.0,275.79999999999995,5.11,7.64,7.99
2021-01-13  21:00:00,97260.0,275.31,5.19,7.83,8.08
2021-01-13  22:00:00,97220.0,274.90999999999997,5.46,7.56,8.55
2021-01-13  23:00:00,97180.0,275.13,5.92,7.9,9.21
2021-01-14  00:00:00,97110.0,275.46999999999997,6.4,8.71,9.82
2021-01-14  01:00:00,97040.0,275.84,6.69,9.21,10.16
2021-01-14  02:00:00,96990.0,276.25,6.75,9.51,10.21
2021-01-14  03:00:00,96920.0,276.54999999999995,6.9,9.83,10.39
2021-01-14  04:00:00,96850.0,276.72999999999996,7.18,10.3,10.73
2021-01-14  05:00:00,96790.0,276.7,7.49,10.72,11.12
2021-01-14  06:00:00,96790.0,276.35999999999996,7.7,11.04,11.38
2021-01-14  07:00:00,96790.0,276.03,7.94,11.29,11.71
2021-01-14  08:00:00,96790.0,276.15999999999997,8.15,11.33,12.01
2021-01-14  09:00:00,96810.0,276.76,8.25,11.28,12.16
2021-01-14  10:00:00,96830.0,277.46999999999997,8.42,11.51,12.38
2021-01-14  11:00:00,96810.0,278.62,9.14,12.13,13.33
2021-01-14  12:00:00,96800.0,279.46,9.02,11.91,13.19
2021-01-14  13:00:00,96800.0,279.79999999999995,8.47,11.47,12.46
2021-01-14  14:00:00,96810.0,279.65999999999997,8.17,11.43,12.02
2021-01-14  15:00:00,96840.0,279.29999999999995,7.84,11.31,11.56
2021-01-14  16:00:00,96860.0,278.96,7.88,11.57,11.57
2021-01-14  17:00:00,96870.0,278.97999999999996,8.22,11.97,12.01
2021-01-14  18:00:00,96880.0,279.15999999999997,8.64,12.44,12.54
2021-01-14  19:00:00,96890.0,279.40999999999997,9.05,12.91,13.07
2021-01-14  20:00:00,96900.0,279.59,9.31,13.22,13.4
2021-01-14  21:00:00,96910.0,279.66999999999996,9.41,13.42,13.51
2021-01-14  22:00:00,96930.0,279.7,9.44,13.48,13.55
2021-01-14  23:00:00,96980.0,279.7,9.29,13.26,13.37
2021-01-15  00:00:00,97010.0,279.64,9.0,12.85,13.02
2021-01-15  01:00:00,97040.0,279.4,8.41,12.0,12.29
2021-01-15  02:00:00,97070.0,278.91999999999996,7.4,10.71,10.99
2021-01-15  03:00:00,97100.0,278.72999999999996,7.32,10.66,10.88
2021-01-15  04:00:00,97130.0,278.90999999999997,7.43,10.78,11.02
2021-01-15  05:00:00,97150.0,279.2,7.46,10.83,11.07
2021-01-15  06:00:00,97170.0,279.21999999999997,7.35,10.87,10.89
2021-01-15  07:00:00,97180.0,278.7,7.07,10.82,10.49
2021-01-15  08:00:00,97220.0,278.29999999999995,7.02,10.63,10.45
2021-01-15  09:00:00,97260.0,278.98999999999995,7.24,10.15,10.84
2021-01-15  10:00:00,97280.0,280.02,7.38,9.82,11.11
2021-01-15  11:00:00,97270.0,281.09999999999997,7.73,10.25,11.55
2021-01-15  12:00:00,97250.0,281.95,7.97,10.54,11.87
2021-01-15  13:00:00,97230.0,282.29999999999995,7.75,10.42,11.57
2021-01-15  14:00:00,97220.0,282.07,7.42,10.44,11.06
2021-01-15  15:00:00,97240.0,281.15999999999997,7.03,10.67,10.44
2021-01-15  16:00:00,97280.0,280.04999999999995,6.89,10.93,10.21
2021-01-15  17:00:00,97330.0,279.77,7.07,10.97,10.46
2021-01-15  18:00:00,97380.0,279.79999999999995,7.19,10.99,10.65
2021-01-15  19:00:00,97430.0,279.84,7.18,11.02,10.63
2021-01-15  20:00:00,97490.0,279.71999999999997,7.02,10.92,10.4
2021-01-15  21:00:00,97560.0,279.67999999999995,6.74,10.51,10.05
2021-01-15  22:00:00,97630.0,279.84,6.44,9.9,9.68
2021-01-15  23:00:00,97710.0,279.47999999999996,5.31,8.67,8.14
2021-01-16  00:00:00,97830.0,279.17999999999995,4.56,7.98,7.08
2021-01-16  01:00:00,97950.0,279.5,4.53,7.86,7.05
2021-01-16  02:00:00,98060.0,279.15,3.9,7.5,6.11
2021-01-16  03:00:00,98160.0,278.52,3.2,6.68,5.1
2021-01-16  04:00:00,98230.0,276.47999999999996,2.67,5.27,4.41
2021-01-16  05:00:00,98290.0,275.29999999999995,2.57,4.63,4.33
2021-01-16  06:00:00,98340.0,274.81,2.63,4.69,4.43
2021-01-16  07:00:00,98380.0,274.34999999999997,2.75,4.91,4.59
2021-01-16  08:00:00,98440.0,274.37,2.77,5.03,4.61
2021-01-16  09:00:00,98480.0,277.06,2.45,4.99,4.08
2021-01-16  10:00:00,98510.0,279.65999999999997,2.94,4.07,5.06
2021-01-16  11:00:00,98500.0,281.06,2.89,3.58,5.06
2021-01-16  12:00:00,98470.0,282.28,3.58,4.72,6.01
2021-01-16  13:00:00,98420.0,282.60999999999996,3.87,5.21,6.41
2021-01-16  14:00:00,98390.0,282.22999999999996,3.38,5.23,5.58
2021-01-16  15:00:00,98370.0,280.57,2.77,5.79,4.51
2021-01-16  16:00:00,98350.0,278.54999999999995,3.24,6.73,5.16
2021-01-16  17:00:00,98350.0,277.88,3.49,7.16,5.51
2021-01-16  18:00:00,98350.0,277.15999999999997,3.54,7.22,5.58
2021-01-16  19:00:00,98330.0,277.29999999999995,3.73,7.23,5.89
2021-01-16  20:00:00,98300.0,277.56,4.24,7.21,6.68
2021-01-16  21:00:00,98260.0,277.60999999999996,4.62,7.08,7.31
2021-01-16  22:00:00,98220.0,277.77,4.97,7.03,7.86
2021-01-16  23:00:00,98190.0,277.52,4.86,6.56,7.78
2021-01-17  00:00:00,98150.0,277.29999999999995,4.78,6.31,7.69
2021-01-17  01:00:00,98110.0,277.14,4.58,6.14,7.4
2021-01-17  02:00:00,98060.0,276.44,3.76,5.61,6.16
2021-01-17  03:00:00,98010.0,276.27,3.9,5.35,6.43
2021-01-17  04:00:00,97940.0,275.69,3.47,5.35,5.71
2021-01-17  05:00:00,97890.0,275.39,3.57,5.37,5.88
2021-01-17  06:00:00,97820.0,275.35999999999996,4.13,5.61,6.76
